,wsi,mpp
105,PIT_01_08461_01.tiff,0.5
106,PIT_01_10025_01.tiff,0.5
107,PIT_01_00014_01.tiff,0.5
108,PIT_01_01198_01.tiff,0.5
109,PIT_01_03004_01.tiff,0.5
110,PIT_01_04267_01.tiff,0.5
111,PIT_01_00321_01.tiff,0.5
112,PIT_01_01255_01.tiff,0.5
113,PIT_01_00500_01.tiff,0.5
114,PIT_01_00682_01.tiff,0.5
115,PIT_01_05261_01.tiff,0.5
116,PIT_02_00026_01.tiff,0.5
117,PIT_01_01698_01.tiff,0.5
118,PIT_01_01650_01.tiff,0.5
119,PIT_01_03714_01.tiff,0.5
120,PIT_01_10497_02.tiff,0.5
121,PIT_02_00157_01.tiff,0.5
122,PIT_01_10041_03.tiff,0.5
123,PIT_01_08419_01.tiff,0.5
124,PIT_01_10083_02.tiff,0.5
125,PIT_01_06123_01.tiff,0.5
126,PIT_02_00057_01.tiff,0.5
127,PIT_01_07750_01.tiff,0.5
128,PIT_01_05572_01.tiff,0.5
129,PIT_01_03136_01.tiff,0.5
130,PIT_01_03983_01.tiff,0.5
131,PIT_01_01965_01.tiff,0.5
132,PIT_01_04399_01.tiff,0.5
133,PIT_01_10209_01.tiff,0.5
134,PIT_01_04637_01.tiff,0.5
135,PIT_01_01739_01.tiff,0.5
136,PIT_01_03896_01.tiff,0.5
137,PIT_01_03074_01.tiff,0.5
138,PIT_01_01400_01.tiff,0.5
139,PIT_01_08146_01.tiff,0.5
140,PIT_01_04015_01.tiff,0.5
141,PIT_01_04224_01.tiff,0.5
142,PIT_01_02984_01.tiff,0.5
143,PIT_01_02838_01.tiff,0.5
144,PIT_01_07465_01.tiff,0.5
145,PIT_01_04584_01.tiff,0.5
146,PIT_01_07238_01.tiff,0.5
147,PIT_01_09111_01.tiff,0.5
148,PIT_01_06796_01.tiff,0.5
149,PIT_01_08061_01.tiff,0.5
150,PIT_01_10560_01.tiff,0.5
151,PIT_01_08890_01.tiff,0.5
152,PIT_01_10184_02.tiff,0.5
153,PIT_01_08499_01.tiff,0.5
154,PIT_01_03564_01.tiff,0.5
155,PIT_01_02919_01.tiff,0.5
156,PIT_01_09899_02.tiff,0.5
157,PIT_01_01794_01.tiff,0.5
158,PIT_01_01295_01.tiff,0.5
159,PIT_01_10537_02.tiff,0.5
160,PIT_01_09282_01.tiff,0.5
161,PIT_01_05410_01.tiff,0.5
162,PIT_01_09423_01.tiff,0.5
163,PIT_01_10303_01.tiff,0.5
164,PIT_01_10162_01.tiff,0.5
165,PIT_01_07911_01.tiff,0.5
166,PIT_01_03397_01.tiff,0.5
167,PIT_01_04792_01.tiff,0.5
168,PIT_01_00651_01.tiff,0.5
169,PIT_01_06662_01.tiff,0.5
170,PIT_02_00242_01.tiff,0.5
171,PIT_01_03656_01.tiff,0.5
172,PIT_01_10240_01.tiff,0.5
173,PIT_01_01274_01.tiff,0.5
174,PIT_01_02733_01.tiff,0.5
175,PIT_01_01120_01.tiff,0.5
176,PIT_01_02579_01.tiff,0.5
177,PIT_01_04955_01.tiff,0.5
178,PIT_01_01176_01.tiff,0.5
179,PIT_03_01352_01.tiff,0.5
180,PIT_01_08759_01.tiff,0.5
181,PIT_01_01486_01.tiff,0.5
182,PIT_01_05004_01.tiff,0.5
183,PIT_01_10183_02.tiff,0.5
184,PIT_01_01895_01.tiff,0.5
185,PIT_01_00090_01.tiff,0.5
186,PIT_01_09851_01.tiff,0.5
187,PIT_01_10160_02.tiff,0.5
188,PIT_01_00078_01.tiff,0.5
189,PIT_01_09925_01.tiff,0.5
190,PIT_01_08291_01.tiff,0.5
191,PIT_01_03737_01.tiff,0.5
192,PIT_03_01569_01.tiff,0.5
193,PIT_01_10532_01.tiff,0.5
194,PIT_01_08410_01.tiff,0.5
195,PIT_02_00156_01.tiff,0.5
196,PIT_01_00253_01.tiff,0.5
197,PIT_01_03408_01.tiff,0.5
198,PIT_01_08227_01.tiff,0.5
199,PIT_01_08221_01.tiff,0.5
200,PIT_01_08356_01.tiff,0.5
201,PIT_01_10191_01.tiff,0.5
202,PIT_01_08785_01.tiff,0.5
203,PIT_01_04963_01.tiff,0.5
204,PIT_01_09300_01.tiff,0.5
205,PIT_01_09975_02.tiff,0.5
206,PIT_01_00745_01.tiff,0.5
207,PIT_01_01580_01.tiff,0.5
208,PIT_01_01992_01.tiff,0.5
209,PIT_01_04240_01.tiff,0.5
210,PIT_01_08293_01.tiff,0.5
211,PIT_01_06446_01.tiff,0.5
212,PIT_01_04674_01.tiff,0.5
213,PIT_01_04465_01.tiff,0.5
214,PIT_01_00754_01.tiff,0.5
215,PIT_01_03991_01.tiff,0.5
216,PIT_01_05630_01.tiff,0.5
217,PIT_01_06787_01.tiff,0.5
218,PIT_01_01905_01.tiff,0.5
219,PIT_01_03652_01.tiff,0.5
220,PIT_01_10430_03.tiff,0.5
221,PIT_01_00417_01.tiff,0.5
222,PIT_01_05647_01.tiff,0.5
223,PIT_01_04778_01.tiff,0.5
224,PIT_01_01029_01.tiff,0.5
225,PIT_01_05428_01.tiff,0.5
226,PIT_01_03030_01.tiff,0.5
227,PIT_01_10085_01.tiff,0.5
228,PIT_01_03830_01.tiff,0.5
229,PIT_01_02981_01.tiff,0.5
230,PIT_01_04042_01.tiff,0.5
231,PIT_01_06904_01.tiff,0.5
232,PIT_01_09039_01.tiff,0.5
233,PIT_01_04374_01.tiff,0.5
234,PIT_01_03845_01.tiff,0.5
235,PIT_01_06493_01.tiff,0.5
236,PIT_01_04817_01.tiff,0.5
237,PIT_01_00018_01.tiff,0.5
238,PIT_01_04980_01.tiff,0.5
239,PIT_01_04596_01.tiff,0.5
240,PIT_01_09214_01.tiff,0.5
241,PIT_01_05584_01.tiff,0.5
242,PIT_01_03269_01.tiff,0.5
243,PIT_01_04693_01.tiff,0.5
244,PIT_01_07825_01.tiff,0.5
245,PIT_01_04228_01.tiff,0.5
246,PIT_01_07333_01.tiff,0.5
247,PIT_01_01834_01.tiff,0.5
248,PIT_01_01097_01.tiff,0.5
249,PIT_01_09236_01.tiff,0.5
250,PIT_01_10288_01.tiff,0.5
251,PIT_01_03165_01.tiff,0.5
252,PIT_01_10228_01.tiff,0.5
253,PIT_01_05840_01.tiff,0.5
254,PIT_01_04514_01.tiff,0.5
255,PIT_01_03697_01.tiff,0.5
256,PIT_01_04329_01.tiff,0.5
257,PIT_01_09989_01.tiff,0.5
258,PIT_01_07498_01.tiff,0.5
259,PIT_01_05603_01.tiff,0.5
260,PIT_01_10499_01.tiff,0.5
261,PIT_01_07858_01.tiff,0.5
262,PIT_01_01323_01.tiff,0.5
263,PIT_01_09075_01.tiff,0.5
264,PIT_01_00606_01.tiff,0.5
265,PIT_01_09780_01.tiff,0.5
266,PIT_01_07629_01.tiff,0.5
267,PIT_01_03391_01.tiff,0.5
268,PIT_01_02823_01.tiff,0.5
269,PIT_01_07485_01.tiff,0.5
270,PIT_01_03501_01.tiff,0.5
271,PIT_01_01522_01.tiff,0.5
272,PIT_01_04715_01.tiff,0.5
273,PIT_01_04984_01.tiff,0.5
274,PIT_01_10031_03.tiff,0.5
275,PIT_01_08764_01.tiff,0.5
276,PIT_01_09535_01.tiff,0.5
277,PIT_01_06825_01.tiff,0.5
278,PIT_01_03998_01.tiff,0.5
279,PIT_01_04940_01.tiff,0.5
280,PIT_01_04749_01.tiff,0.5
281,PIT_01_10246_01.tiff,0.5
282,PIT_01_05662_01.tiff,0.5
283,PIT_01_06692_01.tiff,0.5
284,PIT_01_06162_01.tiff,0.5
285,PIT_01_07497_01.tiff,0.5
286,PIT_01_07525_01.tiff,0.5
287,PIT_01_04212_01.tiff,0.5
288,PIT_01_04246_01.tiff,0.5
289,PIT_03_00151_01.tiff,0.5
290,PIT_01_02628_01.tiff,0.5
291,PIT_01_01670_01.tiff,0.5
292,PIT_01_07143_01.tiff,0.5
293,PIT_03_01621_01.tiff,0.5
294,PIT_01_08518_01.tiff,0.5
295,PIT_02_00317_01.tiff,0.5
296,PIT_01_06563_01.tiff,0.5
297,PIT_01_05399_01.tiff,0.5
298,PIT_01_08953_01.tiff,0.5
299,PIT_01_07727_01.tiff,0.5
300,PIT_01_03558_01.tiff,0.5
301,PIT_03_01129_01.tiff,0.5
302,PIT_01_09901_01.tiff,0.5
303,PIT_01_01796_01.tiff,0.5
304,PIT_01_01524_01.tiff,0.5
305,PIT_01_06981_01.tiff,0.5
306,PIT_01_08804_01.tiff,0.5
307,PIT_01_05102_01.tiff,0.5
308,PIT_01_01686_01.tiff,0.5
309,PIT_01_10060_01.tiff,0.5
310,PIT_01_01742_01.tiff,0.5
311,PIT_02_00069_01.tiff,0.5
312,PIT_01_10201_01.tiff,0.5
313,PIT_01_00509_01.tiff,0.5
314,PIT_01_00142_01.tiff,0.5
315,PIT_01_10452_03.tiff,0.5
316,PIT_01_04787_01.tiff,0.5
317,PIT_01_05057_01.tiff,0.5
318,PIT_01_02813_01.tiff,0.5
319,PIT_01_08174_01.tiff,0.5
320,PIT_01_07612_01.tiff,0.5
321,PIT_01_10456_03.tiff,0.5
322,PIT_01_07976_01.tiff,0.5
323,PIT_01_05372_01.tiff,0.5
324,PIT_01_10468_03.tiff,0.5
325,PIT_01_10003_01.tiff,0.5
326,PIT_02_00280_01.tiff,0.5
327,PIT_01_02677_01.tiff,0.5
328,PIT_01_01328_01.tiff,0.5
329,PIT_01_10165_03.tiff,0.5
330,PIT_01_04756_01.tiff,0.5
331,PIT_01_09403_01.tiff,0.5
332,PIT_01_01735_01.tiff,0.5
333,PIT_01_05429_01.tiff,0.5
334,PIT_01_10118_01.tiff,0.5
335,PIT_01_03559_01.tiff,0.5
336,PIT_01_01013_01.tiff,0.5
337,PIT_01_01966_01.tiff,0.5
338,PIT_01_08791_01.tiff,0.5
339,PIT_01_07768_01.tiff,0.5
340,PIT_01_08857_01.tiff,0.5
341,PIT_01_01883_01.tiff,0.5
342,PIT_01_05571_01.tiff,0.5
343,PIT_01_01833_01.tiff,0.5
344,PIT_01_09919_01.tiff,0.5
345,PIT_01_04367_01.tiff,0.5
346,PIT_01_00389_01.tiff,0.5
347,PIT_01_01805_01.tiff,0.5
348,PIT_01_04551_01.tiff,0.5
349,PIT_01_06160_01.tiff,0.5
350,PIT_01_08867_01.tiff,0.5
351,PIT_01_08928_01.tiff,0.5
352,PIT_01_04346_01.tiff,0.5
353,PIT_04_00268_01.tiff,0.5
354,PIT_01_04483_01.tiff,0.5
355,PIT_01_03598_01.tiff,0.5
356,PIT_01_00614_01.tiff,0.5
357,PIT_01_09174_01.tiff,0.5
358,PIT_01_04065_01.tiff,0.5
359,PIT_01_03524_01.tiff,0.5
360,PIT_01_10138_01.tiff,0.5
361,PIT_01_10554_01.tiff,0.5
362,PIT_01_05487_01.tiff,0.5
363,PIT_01_07860_01.tiff,0.5
364,PIT_01_05168_01.tiff,0.5
365,PIT_01_02625_01.tiff,0.5
366,PIT_01_04291_01.tiff,0.5
367,PIT_01_04207_01.tiff,0.5
368,PIT_02_00139_01.tiff.lock,0.5
369,PIT_01_08980_01.tiff,0.5
370,PIT_01_09447_01.tiff,0.5
371,PIT_01_03833_01.tiff,0.5
372,PIT_01_00669_01.tiff,0.5
373,PIT_01_03442_01.tiff,0.5
374,PIT_01_09467_01.tiff,0.5
375,PIT_01_09063_01.tiff,0.5
376,PIT_01_02572_01.tiff,0.5
377,PIT_01_04236_01.tiff,0.5
378,PIT_01_09784_01.tiff,0.5
379,PIT_01_04893_01.tiff,0.5
380,PIT_01_08460_01.tiff,0.5
381,PIT_01_05674_01.tiff,0.5
382,PIT_01_01719_01.tiff,0.5
383,PIT_01_10017_01.tiff,0.5
384,PIT_01_01516_01.tiff,0.5
385,PIT_01_00031_01.tiff,0.5
386,PIT_01_04691_01.tiff,0.5
387,PIT_01_09042_01.tiff,0.5
388,PIT_01_02956_01.tiff,0.5
389,PIT_01_05621_01.tiff,0.5
390,PIT_01_01236_01.tiff,0.5
391,PIT_01_03872_01.tiff,0.5
392,PIT_01_01350_01.tiff,0.5
393,PIT_01_08388_01.tiff,0.5
394,PIT_03_00638_01.tiff,0.5
395,PIT_01_04552_01.tiff,0.5
396,PIT_01_08196_01.tiff,0.5
397,PIT_01_10506_02.tiff,0.5
398,PIT_01_01340_01.tiff,0.5
399,PIT_01_07790_01.tiff,0.5
400,PIT_01_03271_01.tiff,0.5
401,PIT_01_09852_01.tiff,0.5
402,PIT_01_08243_01.tiff,0.5
403,PIT_01_03725_01.tiff,0.5
404,PIT_01_00507_01.tiff,0.5
405,PIT_01_05522_01.tiff,0.5
406,PIT_01_02901_01.tiff,0.5
407,PIT_01_04706_01.tiff,0.5
408,PIT_01_02194_01.tiff,0.5
409,PIT_01_08494_01.tiff,0.5
410,PIT_01_10059_01.tiff,0.5
411,PIT_01_03767_01.tiff,0.5
412,PIT_01_02995_01.tiff,0.5
413,PIT_01_08814_01.tiff,0.5
414,PIT_01_08648_01.tiff,0.5
415,PIT_01_03172_01.tiff,0.5
416,PIT_01_08656_01.tiff,0.5
417,PIT_01_10434_01.tiff,0.5
418,PIT_01_00567_01.tiff,0.5
419,PIT_01_05368_01.tiff,0.5
420,PIT_01_04679_01.tiff,0.5
421,PIT_01_02903_01.tiff,0.5
422,PIT_01_10241_01.tiff,0.5
423,PIT_01_02849_01.tiff,0.5
424,PIT_01_03279_01.tiff,0.5
425,PIT_01_10297_01.tiff,0.5
426,PIT_01_09723_01.tiff,0.5
427,PIT_01_01125_01.tiff,0.5
428,PIT_01_08392_01.tiff,0.5
429,PIT_01_08184_01.tiff,0.5
430,PIT_01_00758_01.tiff,0.5
431,PIT_01_05221_01.tiff,0.5
432,PIT_01_02889_01.tiff,0.5
433,PIT_01_04731_01.tiff,0.5
434,PIT_01_04085_01.tiff,0.5
435,PIT_01_01033_01.tiff,0.5
436,PIT_01_03485_01.tiff,0.5
437,PIT_01_05188_01.tiff,0.5
438,PIT_01_09530_01.tiff,0.5
439,PIT_01_10011_04.tiff,0.5
440,PIT_01_08128_01.tiff,0.5
441,PIT_01_00848_01.tiff,0.5
442,PIT_01_01560_01.tiff,0.5
443,PIT_01_08884_01.tiff,0.5
444,PIT_01_07505_01.tiff,0.5
445,PIT_02_00289_01.tiff,0.5
446,PIT_01_10072_01.tiff,0.5
447,PIT_01_08236_01.tiff,0.5
448,PIT_01_08922_01.tiff,0.5
449,PIT_01_07423_01.tiff,0.5
450,PIT_01_06894_01.tiff,0.5
451,PIT_01_09302_01.tiff,0.5
452,PIT_01_05084_01.tiff,0.5
453,PIT_01_08574_01.tiff,0.5
454,PIT_01_07949_01.tiff,0.5
455,PIT_01_05408_01.tiff,0.5
456,PIT_01_09225_01.tiff,0.5
457,PIT_01_05514_01.tiff,0.5
458,PIT_01_03673_01.tiff,0.5
459,PIT_01_04735_01.tiff,0.5
460,PIT_01_00522_01.tiff,0.5
461,PIT_01_00872_01.tiff,0.5
462,PIT_01_01691_01.tiff,0.5
463,PIT_01_02605_01.tiff,0.5
464,PIT_01_09534_01.tiff,0.5
465,PIT_01_08113_01.tiff,0.5
466,PIT_01_06947_01.tiff,0.5
467,PIT_01_00663_01.tiff,0.5
468,PIT_01_01452_01.tiff,0.5
469,PIT_01_04711_01.tiff,0.5
470,PIT_01_06807_01.tiff,0.5
471,PIT_01_00530_01.tiff,0.5
472,PIT_01_10274_02.tiff,0.5
473,PIT_04_00250_01.tiff,0.5
474,PIT_01_01128_01.tiff,0.5
475,PIT_01_09913_01.tiff,0.5
476,PIT_01_02857_01.tiff,0.5
477,PIT_01_02860_01.tiff,0.5
478,PIT_01_04936_01.tiff,0.5
479,PIT_01_10065_03.tiff,0.5
480,PIT_01_04924_01.tiff,0.5
481,PIT_01_05103_01.tiff,0.5
482,PIT_01_00794_01.tiff,0.5
483,PIT_01_02705_01.tiff,0.5
484,PIT_01_00246_01.tiff,0.5
485,PIT_01_07833_01.tiff,0.5
486,PIT_02_00034_01.tiff,0.5
487,PIT_01_10268_02.tiff,0.5
488,PIT_01_09770_01.tiff,0.5
489,PIT_01_01716_01.tiff,0.5
490,PIT_01_04682_01.tiff,0.5
491,PIT_01_01967_01.tiff,0.5
492,PIT_01_01080_01.tiff,0.5
493,PIT_01_02887_01.tiff,0.5
494,PIT_01_03215_01.tiff,0.5
495,PIT_01_05391_01.tiff,0.5
496,PIT_01_03307_01.tiff,0.5
497,PIT_01_09524_01.tiff,0.5
498,PIT_01_04094_01.tiff,0.5
499,PIT_02_00196_01.tiff,0.5
500,PIT_01_09533_01.tiff,0.5
501,PIT_01_04081_01.tiff,0.5
502,PIT_01_10383_01.tiff,0.5
503,PIT_01_08642_01.tiff,0.5
504,PIT_01_06722_01.tiff,0.5
505,PIT_01_10202_01.tiff,0.5
506,PIT_01_01494_01.tiff,0.5
507,PIT_01_06726_01.tiff,0.5
508,PIT_01_05567_01.tiff,0.5
509,PIT_01_04393_01.tiff,0.5
510,PIT_01_02915_01.tiff,0.5
511,PIT_01_08508_01.tiff,0.5
512,PIT_01_06470_01.tiff,0.5
513,PIT_01_07767_01.tiff,0.5
514,PIT_04_00409_01.tiff,0.5
515,PIT_01_01987_01.tiff,0.5
516,PIT_01_02883_01.tiff,0.5
517,PIT_01_03149_01.tiff,0.5
518,PIT_02_00052_01.tiff,0.5
519,PIT_01_09914_01.tiff,0.5
520,PIT_01_05270_01.tiff,0.5
521,PIT_01_08148_01.tiff,0.5
522,PIT_01_04134_01.tiff,0.5
523,PIT_01_08748_01.tiff,0.5
524,PIT_01_10374_02.tiff,0.5
525,PIT_01_00132_01.tiff,0.5
526,PIT_01_02505_01.tiff,0.5
527,PIT_01_01655_01.tiff,0.5
528,PIT_01_09150_01.tiff,0.5
529,PIT_01_07673_01.tiff,0.5
530,PIT_01_02874_01.tiff,0.5
531,PIT_01_01143_01.tiff,0.5
532,PIT_01_04573_01.tiff,0.5
533,PIT_01_02017_01.tiff,0.5
534,PIT_01_09113_01.tiff,0.5
535,PIT_01_07887_01.tiff,0.5
536,PIT_01_03972_01.tiff,0.5
537,PIT_01_09317_01.tiff,0.5
538,PIT_01_03968_01.tiff,0.5
539,PIT_01_03776_01.tiff,0.5
540,PIT_01_00883_01.tiff,0.5
541,PIT_01_03097_01.tiff,0.5
542,PIT_03_00780_01.tiff,0.5
543,PIT_01_10546_02.tiff,0.5
544,PIT_01_08054_01.tiff,0.5
545,PIT_01_05480_01.tiff,0.5
546,PIT_01_06518_01.tiff,0.5
547,PIT_01_04117_01.tiff,0.5
548,PIT_01_08251_01.tiff,0.5
549,PIT_01_04525_01.tiff,0.5
550,PIT_01_05461_01.tiff,0.5
551,PIT_01_00835_01.tiff,0.5
552,PIT_01_06044_01.tiff,0.5
553,PIT_01_08093_01.tiff,0.5
554,PIT_01_10495_01.tiff,0.5
555,PIT_01_04957_01.tiff,0.5
556,PIT_01_00946_01.tiff,0.5
557,PIT_01_03563_01.tiff,0.5
558,PIT_01_07697_01.tiff,0.5
559,PIT_01_09148_01.tiff,0.5
560,PIT_01_00013_01.tiff,0.5
561,PIT_01_04941_01.tiff,0.5
562,PIT_01_08683_01.tiff,0.5
563,PIT_01_08468_01.tiff,0.5
564,PIT_01_02867_01.tiff,0.5
565,PIT_01_10524_01.tiff,0.5
566,PIT_01_09235_01.tiff,0.5
567,PIT_01_03611_01.tiff,0.5
568,PIT_01_08315_01.tiff.lock,0.5
569,PIT_01_03270_01.tiff,0.5
570,PIT_01_00808_01.tiff,0.5
571,PIT_01_01367_01.tiff,0.5
572,PIT_01_08357_01.tiff,0.5
573,PIT_01_08925_01.tiff,0.5
574,PIT_01_01997_01.tiff,0.5
575,PIT_01_10309_01.tiff,0.5
576,PIT_01_08927_01.tiff,0.5
577,PIT_01_10330_01.tiff,0.5
578,PIT_01_00322_01.tiff,0.5
579,PIT_01_07879_01.tiff,0.5
580,PIT_01_07799_01.tiff,0.5
581,PIT_01_08125_01.tiff,0.5
582,PIT_01_02577_01.tiff,0.5
583,PIT_01_08652_01.tiff,0.5
584,PIT_01_09388_01.tiff,0.5
585,PIT_01_09929_01.tiff,0.5
586,PIT_01_02728_01.tiff,0.5
587,PIT_01_03422_01.tiff,0.5
588,PIT_01_09900_01.tiff,0.5
589,PIT_01_03144_01.tiff,0.5
590,PIT_02_00338_01.tiff,0.5
591,PIT_01_04489_01.tiff,0.5
592,PIT_01_09909_01.tiff,0.5
593,PIT_01_10531_01.tiff,0.5
594,PIT_01_09191_01.tiff,0.5
595,PIT_01_01060_01.tiff,0.5
596,PIT_02_00168_01.tiff,0.5
597,PIT_01_07263_01.tiff,0.5
598,PIT_01_00128_01.tiff,0.5
599,PIT_01_09955_01.tiff,0.5
600,PIT_01_00386_01.tiff,0.5
601,PIT_01_10592_01.tiff,0.5
602,PIT_04_00258_01.tiff,0.5
603,PIT_01_10156_01.tiff,0.5
604,PIT_01_10351_01.tiff,0.5
605,PIT_01_08865_01.tiff,0.5
606,PIT_01_08860_01.tiff,0.5
607,PIT_02_00268_01.tiff,0.5
608,PIT_01_08139_01.tiff,0.5
609,PIT_01_04431_01.tiff,0.5
610,PIT_01_05259_01.tiff,0.5
611,PIT_01_05455_01.tiff,0.5
612,PIT_01_09575_01.tiff,0.5
613,PIT_01_05247_01.tiff,0.5
614,PIT_01_08244_01.tiff,0.5
615,PIT_01_05397_01.tiff,0.5
616,PIT_01_10046_01.tiff,0.5
617,PIT_01_05458_01.tiff,0.5
618,PIT_01_10372_01.tiff,0.5
619,PIT_01_00463_01.tiff,0.5
620,PIT_03_01401_01.tiff,0.5
621,PIT_01_05044_01.tiff,0.5
622,PIT_01_08924_01.tiff,0.5
623,PIT_01_09054_01.tiff,0.5
624,PIT_01_03242_01.tiff,0.5
625,PIT_01_09951_01.tiff,0.5
626,PIT_01_04843_01.tiff,0.5
627,PIT_04_00500_01.tiff,0.5
628,PIT_01_06855_01.tiff,0.5
629,PIT_01_04505_01.tiff,0.5
630,PIT_01_02184_01.tiff,0.5
631,PIT_01_08818_01.tiff,0.5
632,PIT_01_03518_01.tiff,0.5
633,PIT_01_00632_01.tiff,0.5
634,PIT_01_00897_01.tiff,0.5
635,PIT_01_01747_01.tiff,0.5
636,PIT_01_08172_01.tiff,0.5
637,PIT_01_05454_01.tiff,0.5
638,PIT_01_08756_01.tiff,0.5
639,PIT_01_00045_01.tiff,0.5
640,PIT_01_04939_01.tiff,0.5
641,PIT_01_07975_01.tiff,0.5
642,PIT_01_09165_01.tiff,0.5
643,PIT_01_00506_01.tiff,0.5
644,PIT_01_09385_01.tiff,0.5
645,PIT_01_00243_01.tiff,0.5
646,PIT_01_00827_01.tiff,0.5
647,PIT_01_04668_01.tiff,0.5
648,PIT_01_09972_02.tiff,0.5
649,PIT_01_03058_01.tiff,0.5
650,PIT_01_07599_01.tiff,0.5
651,PIT_01_07071_01.tiff,0.5
652,PIT_01_03928_01.tiff,0.5
653,PIT_01_10119_01.tiff,0.5
654,PIT_01_03493_01.tiff,0.5
655,PIT_01_10371_01.tiff,0.5
656,PIT_01_03649_01.tiff,0.5
657,PIT_01_07285_01.tiff,0.5
658,PIT_01_03871_01.tiff,0.5
659,PIT_01_01061_01.tiff,0.5
660,PIT_01_01725_01.tiff,0.5
661,PIT_01_07713_01.tiff,0.5
662,PIT_01_07853_01.tiff,0.5
663,PIT_01_10112_01.tiff,0.5
664,PIT_01_05946_01.tiff,0.5
